ID	Value
hhd501	छोटीमाता\N_NNP से\PSP ग्रसित\N_NN गंभीर\JJ रोगियों\N_NN में\PSP उपरोक्त\N_NN सामान्य\JJ लक्षणों\N_NN के\PSP अलावा\N_NN दाँत\N_NN से\PSP ,\RD_PUNC मुँह\N_NN से\PSP या\CC_CCD नाक\N_NN से\PSP खून\N_NN आने\V_VM की\PSP शिकायत\N_NN हो\V_VM जाती\V_VAUX है\V_VAUX ।\RD_PUNC
hhd502	छोटीमाता\N_NNP के\PSP रोगियों\N_NN मे\PSP टारनीक्वेट\JJ टेस्ट\N_NN धनात्मक\N_NN आता\V_VM है\V_VAUX तथा\CC_CCD खून\N_NN की\PSP जाँच\N_NN कराने\V_VM पर\PSP प्लेटलेट\JJ काउन्ट\N_NN 1\Q_QTC लाख\N_NN से\PSP कम\QT_QTF पाया\V_VM जाता\V_VAUX है\V_VAUX ।\RD_PUNC
hhd503	डेंगू\N_NNP बुखार\N_NN एडिस\N_NNP एजिप्टाई\N_NNP मच्छर\N_NN के\PSP काटने\V_VM के\PSP पश्‍चात\N_NST होता\V_VM है\V_VAUX ।\RD_PUNC
hhd504	एडिस\N_NNP एजिप्टाई\N_NNP मच्छर\N_NN को\PSP टाइगर\N_NN मौसक्विटो\N_NN (\RD_SYM टाइगर\N_NN मच्छर\N_NN )\RD_SYM के\PSP नाम\N_NN से\PSP भी\RP_RPD जाना\V_VM जाता\V_VAUX है\V_VAUX और\CC_CCD यह\DM_DMD दिन\N_NN के\PSP समय\N_NN काटता\V_VM है\V_VAUX ।\RD_PUNC
hhd505	घर\N_NN में\PSP ,\RD_PUNC कूलर\N_NN में\PSP ,\RD_PUNC छत\N_NN पर\PSP खुली\JJ टंकियों\N_NN में\PSP ,\RD_PUNC बेकार\JJ टीन\N_NN के\PSP खाली\JJ डिब्बों\N_NN में\PSP ,\RD_PUNC टायर\N_NN में\PSP ,\RD_PUNC फूलदान\N_NN में\PSP ,\RD_PUNC खाली\JJ बोतलों\N_NN ,\RD_PUNC मनीप्लान्ट\N_NNP के\PSP पौधों\N_NN में\PSP ,\RD_PUNC बोतलों\N_NN और\CC_CCD सिस्टर्नों\N_NN में\PSP पानी\N_NN को\PSP एकत्र\N_NN न\RP_NEG रखें\V_VM ।\RD_PUNC
hhd506	घर\N_NN में\PSP,\RD_PUNC कूलर\N_NN ,\RD_PUNC बाल्टी\N_NN ,\RD_PUNC घड़े\N_NN के\PSP पानी\N_NN को\PSP प्रति\QT_QTF दिन\N_NN सप्ताह\N_NN में\PSP दो\QT_QTC बार\N_NN बदलते\V_VM रहें\V_VAUX ।\RD_PUNC
hhd507	घर\N_NN के\PSP आसपास\N_NST पानी\N_NN न\RP_NEG इकट्ठा\N_NN होने\V_VM दें\V_VAUX ।\RD_PUNC
hhd508	गड्ढों\N_NN को\PSP मिट्टी\N_NN डाल\V_VM कर\V_VAUX पाट\V_VM दें\V_VM ।\RD_PUNC
hhd509	मिट्टी\N_NN डालना\V_VM संभव\N_NN न\RP_NEG हो\V_VM सके\V_VAUX तो\RP_RPD उस\PR_PRP गड्ढे\N_NN में\PSP मिट्टी\N_NN का\PSP तेल\N_NN आदि\N_NN छिड़क\V_VM दें\V_VAUX ।\RD_PUNC
hhd510	शरीर\N_NN पर\PSP नीम\N_NNP का\PSP तेल\N_NN या\CC_CCD सरसों\N_NNP के\PSP तेल\N_NN का\PSP उपयोग\N_NN करें\V_VM ।\RD_PUNC
hhd511	पूरी\JJ आस्तीन\N_NN की\PSP कमीज\N_NN तथा\CC_CCD मोजे\N_NN आदि\N_NN का\PSP प्रयोग\N_NN करें\V_VM ।\RD_PUNC
hhd512	बालक\N_NN बालिकाओं\N_NN को\PSP स्कूल\N_NN जाते\V_VM समय\N_NN पूरी\JJ आस्तीन\N_NN का\PSP कपड़ा\N_NN ,\PSP मोजे\N_NN अवश्य\N_NN पहनायें\V_VM ।\RD_PUNC
hhd513	घर\N_NN में\PSP कीटनाशक\N_NN दवाओं\N_NN का\PSP छिड़काव\V_VM करवायें\V_VAUX ।\RD_PUNC
hhd514	घर\N_NN तथा\CC_CCD आस-पास\N_NST वातावरण\N_NN को\PSP स्वच्छ\JJ रखें\V_VAUX ।\RD_PUNC
hhd515	रोग\N_NN प्रकोप\N_NN के\PSP समय\N_NN ,\RD_PUNC ज्वर\N_NN होने\V_VM पर\PSP नजदीक\N_NST के\PSP सरकारी\JJ अस्पताल\N_NN प्रा०स्वा०केन्द्र\N_NN में\PSP उपचार\N_NN लें\V_VM ।\RD_PUNC
hhd516	सोते\V_VM समय\N_NN मच्छरदानी\N_NN अथवा\CC_CCD मच्छररोधी\JJ अगरबत्ती\N_NN का\PSP प्रयोग\N_NN अवश्य\N_NN करें\V_VM ।\RD_UPNC
hhd517	घरों\N_NN की\PSP खिड़कियों\N_N दरवाजों\N_NN एवं\CC_CCD रोशन\N_NN दानों\N_NN पर\PSP जाली\N_NN अवश्य\N_NN लगायें\V_VM ।\RD_PUNC
hhd518	डेंगू\N_NNP बुखार\N_NN में\PSP कास्टायड\JJ दवाइयाँ\N_NN न\RP_NEG ली\V_VM जायें\V_VAUX ।\RD_PUNC
hhd519	डायबिटीज\N_NNP एक\QT_QTC ऐसी\DM_DMD बीमारी\N_NN है\V_VAUX जिसके\PR_PRL परिणामस्वरूप\N_NN रक्त\N_NN में\PSP बहुत\QT_QTF अधिक\RP_INTF शर्करा\N_NN ग्लूकोज\N_NN हो\V_VM जाती\V_VAUX है\V_VAUX ।\RD_PUNC
hhd520	डायबिटीज\N_NNP एक\QT_QTC गंभीर\JJ बीमारी\N_NN है\V_VAUX ,\RD_PUNC जिसे\PR_PRL यदि\CC_CCS नियंत्रित\N_NN न\RP_NEG किया\V_VM गया\V_VAUX तो\CC_CCS जानलेवा\N_NN हो\V_VM सकती\V_VAUX है\V_VAUX ।\RD_PUNC
hhd521	डायबिटीज\N_NNP रोग\N_NN से\PSP ग्रसित\N_NN होने\V_VM पर\PSP हमारा\PR_PRP शरीर\N_NN इन्सुलिन\N_NN बनाता\V_VM है\V_VAUX ,\RD_PUNC जिससे\PR_PRL शर्करा\N_NN कम\QT_QTF करने\V_VM में\PSP मदद\N_NN मिलती\V_VM है\V_VAUX ।\RD_PUNC
hhd522	इन्सुलिन\N_NN की\PSP कमी\QT_QTF से\PSP रक्त\N_NN में\PSP शर्करा\N_NN बढ़\V_VM जाती\V_VAUX है\V_VAUX ।\RD_PUNC
hhd523	यदि\CC_CCS आपमें\PR_PRP निम्नलिखित\JJ लक्षण\N_NN मौजूद\N_NN हैं\V_VAUX तो\CC_CCS आपको\PR_PRP डायबिटीज\N_NNP हो\V_VM सकती\V_VAUX है\V_VAUX ।\RD_PUNC
hhd524	बार-बार\RB पेशाब\N_NN आना\V_VM ।\RD_PUNC
hhd525	अधिक\QT_QTF प्यास\N_NN लगना\V_VM ,\RD_PUNC घुंधला\JJ दिखाई\V_VM देना\V_VAUX ।\RD_PUNC
hhd526	सेक्स\N_NN संबंधी\N_NN क्रियाओं\N_NN में\PSP शारीरिक\JJ असमर्थता\N_NN ।\RD_PUNC
hhd527	पैरों\N_NN का\PSP सुन्न\JJ हो\V_VM जाना\V_VM या\CC_CCD उनमें\PR_PRP झुनझनाहट\N_NN होना\V_VM ।\RD_PUNC
hhd528	डायबिटीज\N_NNP से\PSP होने\V_VM वाली\PSP समस्याएँ\N_NN ।\RD_PUNC
hhd529	डायबिटीज\N_NN से\PSP निम्न\JJ समस्याएँ\N_NN एवं\CC_CCD जटिलताएँ\N_NN उत्पन्न\N_NN हो\V_VM सकती\V_VAUX हैं\V_VAUX ।\RD_PUNC
hhd530	रक्त\N_NN में\PSP शर्करा\N_NN की\PSP अधिकता\QT_QTF ,\RD_PUNC दीर्घकालीन\JJ जटिलताएँ\N_NN ।\RD_PUNC
hhd531	स्नायुओं\N_NN को\PSP क्षति\N_NN या\CC_CCD न्यूरोपैथी\N_NN ।\RD_PUNC
hhd532	गुर्दो\N_NN को\PSP क्षति\N_NN या\CC_CCD नेफरोपैथी\N_NN ।\RD_PUNC
hhd533	आँखों\N_NN को\PSP क्षति\N_NN या\CC_CCD रेटिनोपैथी\N_NN ।\RD_PUNC
hhd534	ह्दय\N_NN और\CC_CCD रक्त\N_NN वाहिनी\N_NN की\PSP बीमारी\N_NN एवं\CC_CCD संक्रमण\N_NN ।\RD_RPD
hhd535	डायबिटीज\N_NNP की\PSP दीर्घ\JJ कालिक\N_NN जटिलताएँ\N_NN ।\RD_PUNC
hhd536	स्नायुओं\N_NN को\PSP क्षति\N_NN डायबिटीज\N_NN पैरों\N_NN और\CC_CCD हाथों\N_NN की\PSP स्नायुओं\N_NN को\PSP क्षति\N_NN पहुँचाती\V_VM है\V_VAUX ।\RD_PUNC
hhd537	स्नायुओं\N_NN को\PSP क्षति\N_NN होने\V_VM से\PSP झुनझुनाहट\N_NN ,\RD_PUNC सुन्न\N_NN पड़ना\V_VM ,\RD_PUNC जलन\N_NN या\RP_RPD दर्द\N_NN हो\V_VM सकता\V_VAUX है\V_VAUX ,\RD_PUNC जो\PR_PRL अक्सर\N_NN आप\PR_PRP हाथ\N_NN पैर\N_NN की\PSP अंगुलियों\N_NN के\PSP छोर\N_NN से\PSP शुरू\N_NN हो\V_VM कर\V_VAUX धीरे-धीरे\RB ऊपर\N_NST की\PSP ओर\N_NN बढ़ता\V_VM है\V_VAUX ।\RD_PUNC
hhd538	यदि\CC_CCS इलाज\N_NN न\RP_NEG किया\V_VM गया\V_VAUX तो\RP_RPD आप\PR_PRP प्रभावित\JJ अंगों\N_NN में\PSP महसूस\N_NN करने\V_VM की\PSP शक्ति\N_NN गवां\V_VM सकते\V_VAUX हैं\V_VAUX ।\RD_PUNC
hhd539	गुर्दों\N_NN को\PSP क्षति\N_NN डायबिटीज\N_NNP से\PSP गुर्दों\N_NN मे\PSP मौजूद\N_NN नाजुक\JJ छनन\N_NN संस्थान\N_NN को\PSP क्षति\N_NN पहुँच\V_VM सकती\V_VAUX है\V_VAUX ,\RD_PUNC जिससे\PR_PRL गुर्दे\N_NN काम\N_NN करना\V_VM बन्द\N_NN कर\V_VM सकते\V_VAUX हैं\V_VAUX और\CC_CCD डायलासिस\N_NN या\CC_CCD गुर्दा\N_NN प्रतिरोपण\N_NN जरूरी\N_NN हो\V_VM सकता\V_VAUX है\V_VAUX ।\RD_PUNC
hhd540	डायबिटीज\N_NNP आपकी\PR_PRP आँखों\N_NN की\PSP रेटिना\N_NN को\PSP क्षति\N_NN पहुँचा\V_VM सकती\V_VAUX है\V_VAUX ,\RD_PUNC जिससे\PR_PRL अंधापन\N_NN हो\V_VM सकता\V_VAUX है\V_VAUX ।\RD_PUNC
hhd541	हृदय\N_NN और\CC_CCD रक्त\N_NN वाहिनी\N_NN की\PSP बीमारी\N_NN डायबिटीज\N_NNP की\PSP प्रमुख\JJ जटिलता\N_NN है\V_VAUX ,\RD_PUNC हृदय\N_NN और\CC_CCD रक्त\N_NN वाहिनियों\N_NN की\PSP क्षति\N_NN ,\RD_PUNC जिससे\PR_PRL दिल\N_NN का\PSP दौरा\N_NN ,\RD_PUNC पक्षाघात\N_NN और\CC_CCD रक्त\N_NN संचारण\N_NN में\PSP खराबी\N_NN हो\V_VM सकती\V_VAUX है\V_VAUX ।\RD_PUNC
hhd542	अध्ययनों\N_NN ने\PSP यह\DM_DMD प्रमाणित\N_NN कर\V_VM दिया\V_VAUX है\V_VAUX कि\CC_CCD दिल\N_NN का\PSP दौरा\N_NN और\CC_CCD पक्षाघात\N_NN का\PSP खतरा\N_NN डायबिटीज\N_NNP वाले\PSP लोगों\N_NN में\PSP ,\RD_PUNC उन\PR_PRP लोगों\N_NN की\PSP अपेक्षा\N_NN अधिक\QT_QTF होता\V_VM है\V_VAUX जिन्हें\PR_PRL डायबिटीज\N_NNP नहीं\RP_NEG है\V_VAUX ।\RD_PUNC
hhd543	संक्रमण\N_NN रक्त\N_NN में\PSP शर्करा\N_NN की\PSP अधिकता\QT_QTF आपकी\PR_PRP रोग\N_NN प्रतिरोधक\N_NN शक्ति\N_NN को\PSP कम\QT_QTF कर\V_VM देती\V_VAUX है\V_VAUX और\CC_CCD इससे\DM_DMD संक्रमण\N_NN होने\V_VM का\PSP खतरा\N_NN बढ़\V_VM जाता\V_VAUX है\V_VAUX ।\RD_PUNC
hhd544	आपके\PR_PRP मुँह\N_NN ,\RD_PUNC मसूड़े\N_NN ,\RD_PUNC फेफड़े\N_NN ,\RD_PUNC त्वचा\N_NN ,\RD_PUNC पैर\N_NN ,\RD_PUNC गुर्दे\N_NN ,\RD_PUNC मूत्राशय\N_NN और\CC_CCD जननेन्द्रियों\N_NN के\PSP क्षेत्र\N_NN ,\RD_PUNC सभी\QT_QTF के\PSP सभी\QT_QTF संक्रमण\N_NN से\PSP आसानी\N_NN से\PSP प्रभावित\N_NN हो\V_VM सकते\V_VAUX हैं\V_VAUX ।\RD_PUNC
hhd545	डायबिटीज\N_NNP से\PSP सम्बद्ध\N_NN जटिलताओं\N_NN का\PSP खतरा\N_NN ,\RD_PUNC रक्त\N_NN मे\PSP शर्करा\N_NN (\RD_SYM ग्लूकोज\N_NN )\RD_SYM के\PSP सही\JJ नियंत्रण\N_NN से\PSP और\CC_CCD स्वस्थ्य\JJ जीवन\N_NN शैली\N_NN अपना\RP_PRF कर\V_VM ,\RD_PUNC काफी\QT_QTF कम\QT_QTF किया\V_VM जा\V_VAUX सकता\V_VAUX है\V_VAUX ।\RD_PUNC
hhd546	नियमित\JJ डॉक्टरी\JJ जाँच\N_NN द्वारा\PSP जटिलताओं\N_NN का\PSP शीघ्र\RB पता\N_NN लगा\V_VM कर\V_VM नुकसान\N_NN को\PSP पूर्व\N_NST ठीक\JJ स्थिति\N_NN में\PSP लौटाने\V_VM या\CC_CCD कम\QT_QTF से\PSP कम\QT_QTF करने\V_VM के\PSP अवसर\N_NN बढ़\V_VM जाते\V_VAUX हैं\V_VAUX ।\RD_PUNC
hhd547	हर\QT_QTF रोग\N_NN एक\QT_QTC प्रकार\N_NN के\PSP विषाणु\N_NN (\RD_SYM वायरस\N_NN )\RD_SYM से\PSP होता\V_VM है\V_VAUX ।\RD_PUNC
hhd548	विषाणु\N_NN इतने\QT_QTF सूक्ष्म\JJ होते\V_VM हैं\V_VAUX कि\CC_CCS साधारण\JJ सूक्ष्मदर्शी\N_NN (\RD_SYM माइक्रोस्कोप\N_NN )\RD_SYM से\PSP भी\RP_RPD नहीं\RP_NEG देखे\V_VM जा\V_VAUX सकते\V_VAUX हैं\V_VAUX ।\RD_PUNC
hhd549	दूषित\JJ मच्छर\N_NN किसी\DM_DMQ स्वस्थ\JJ व्यक्ति\N_NN को\PSP काटता\V_VM है\V_VAUX तो\RP_RPD विषाणु\N_NN उस\PR_PRP व्यक्ति\N_NN के\PSP शरीर\N_NN में\PSP प्रवेश\N_NN कर\V_VM जाते\V_VAUX हैं\V_VAUX ।\RD_PUNC
hhd550	लगभग\N_NN 4\QT_QTC से\PSP 14\QT_QTC दिन\N_NN के\PSP बाद\N_NST उस\PR_PRP स्वस्थ\JJ व्यक्ति\N_NN में\PSP बीमारी\N_NN के\PSP लक्षण\N_NN दिखायी\V_VM देने\V_VAUX लगते\V_VM हैं\V_VAUX ।\RD_PUNC
hhd551	डायबिटीज\N_NN रोग\N_NN से\PSP ग्रसित\N_NN रोगी\N_NN में\PSP प्रायः\N_NN निम्न\JJ लक्षण\N_NN पाये\V_VM जाते\V_VAUX हैं\V_VAUX -\RD_PUNC
hhd552	तेज\JJ बुखार\N_NN ।\RD_PUNC
hhd553	भयानक\JJ सरदर्द\N_NN ।\RD_PUNC
hhd554	गर्दन\N_NN में\PSP अकड़न\N_NN ।\RD_PUNC
hhd555	शरीर\N_NN में\PSP अकड़न\N_NN ।\RD_PUNC
hhd556	शरीर\N_NN में\PSP झटके\N_NN लगना\V_VM ।\RD_PUNC
hhd557	मितली\N_NN व\CC_CCD उल्टी\N_NN आना\V_VM ।\RD_PUNC
hhd558	अर्द्ध\JJ अथवा\CC_CCD पूर्ण\JJ बेहोशी\N_NN आना\V_VM ।\RD_PUNC
hhd559	रोगी\N_NN में\PSP उपर्युक्त\JJ लक्षण\N_NN दिखाई\V_VM देते\V_VAUX ही\V_VAUX उसे\PR_PRP तुरन्त\RB नजदीक\N_NN के\PSP प्राथमिक\JJ स्वास्थ्य\JJ केन्द्र\N_NN ,\RD_PUNC तहसील\N_NN स्तरीय\N_NN राजकीय\JJ चिकित्सालय\N_NN अथवा\CC_CCD जिला\JJ चिकित्सालय\N_NN में\PSP चिकित्सा\N_NN हेतु\PSP भर्ती\N_NN करवा\V_VM देना\V_VAUX चाहिये\V_VAUX ।\RD_PUNC
hhd560	मलेरिया\N_NNP रोग\N_NN मच्छरों\N_NN द्वारा\PSP फैलता\V_VM है\V_VAUX ,\RD_PUNC इसलिये\RB यह\DM_DMD आवश्यक\N_NN है\V_VAUX कि\CC_CCD समुदाय\N_NN में\PSP मच्छरों\N_NN की\PSP संख्या\N_NN को\PSP घटाया\V_VM जाए\V_VAUX ।\RD_PUNC
hhd561	रोग-वाहक\JJ मच्छर\N_NN मुख्य\JJ रूप\N_NN से\PSP घरों\N_NN से\PSP बाहर\N_NST धान\N_NN के\PSP खेतों\N_NN ,\RD_PUNC पोखरों\N_NN एवं\CC_CCD पानी\N_NN से\PSP भरे\V_VM गड्ढों\N_NN में\PSP रहते\V_VM हैं\V_VAUX ।\RD_PUNC
hhd562	घर\N_NN तथा\CC_CCD बाहर\N_NST की\PSP स्वच्छता\N_NN पर\PSP विशेष\JJ ध्यान\N_NN रखें\V_VM ।\RD_PUNC
hhd563	गड्ढों\N_NN को\PSP पाट\V_VM दें\V_VAUX ,\RD_PUNC बड़ी-बड़ी\JJ घास\N_NN व\CC_CCD झाड़ियों\N_NN को\PSP काट\V_VM दें\V_VAUX ।\RD_PUNC
hhd564	शाम\N_NN के\PSP समय\N_NN पैन्ट\N_NN ,\RD_PUNC पैजामा\N_NN ,\RD_PUNC धोती\N_NN ,\RD_PUNC मोजे\N_NN ,\RD_PUNC पूरी\JJ बाँह\N_NN का\PSP कुर्ता\N_NN या\CC_CCD कमीज\N_NN पहनें\V_VM ।\RD_PUNC
hhd565	सोते\V_VM समय\N_NN जहाँ\PR_PRL तक\PSP संभव\N_NN हो\V_VM मच्छरदानी\N_NN का\PSP प्रयोग\N_NN करें\V_VAUX ।\RD_PUNC
hhd566	जहाँ\PR_PRL तक\PSP संभव\N_NN हो\V_VM बरसाती\JJ पानी\N_NN को\PSP घर\N_NN के\PSP आस-पास\N_NST गड्ढों\N_NN में\PSP इकट्ठा\N_NN न\RP_NEG होने\V_VM दें\V_VAUX ।\RD_PUNC
hhd567	कीटनाशक\JJ दवाओं\N_NN के\PSP छिड़काव\N_NN तथा\CC_CCD फॉगिंग\N_NN (\RD_SYM धुआँ\N_NN छोड़ने\V_VM )\RD_SYM में\PSP स्वास्थ्य\JJ कर्मचारियों\N_NN का\PSP सहयोग\N_NN प्रदान\N_NN करें\V_VAUX ।\RD_PUNC
hhd568	सुअर\N_NN के\PSP बाड़ों\N_NN में\PSP मच्छरों\N_NN को\PSP जाने\V_VM से\PSP रोकने\V_VM के\PSP लिये\PSP महीन\JJ जाली\N_NN का\PSP प्रयोग\N_NN करें\V_VAUX ।\RD_UPNC
hhd569	समय\N_NN से\PSP एन्सेफलाइटिस\N_NNP का\PSP टीका\N_NN लगवाएँ\V_VM ।\RD_PUNC
hhd570	हेपेटाइटिस-ए\N_NNP विश्‍व\N_NN भर\RP_RPD में\PSP फैलने\V_VM वाली\PSP एक\QT_QTC सर्वाधिक\JJ व्यापक\JJ बीमारी\N_NN है\V_VAUX ।\RD_PUNC
hhd571	यह\DM_DMD हेपेटाइटिस-ए\N_NNP वायरस\N_NN के\PSP कारण\N_NN होती\V_VM है\V_VAUX और\CC_CCD साफ\JJ सफाई\N_NN के\PSP खराब\JJ स्तर\N_NN वाले\PSP स्थानों\N_NN पर\PSP यह\DM_DMD आम\N_NN है\V_VAUX ।\RD_PUNC
hhd572	वायरस\JJ यकृत\N_NN (\RD_SYM लीवर\N_NN )\RD_SYM पर\PSP हमला\N_NN करता\V_VAUX है\V_VAUX और\CC_CCD मरीजों\N_NN मे\PSP भिन्न\JJ तीव्रता\N_NN की\PSP बीमारी\N_NN उभारता\V_VM है\V_VAUX ।\RD_PUNC
hhd573	हेपेटाइटिस-ए\N_NNP वायरल\N_NN मल\N_NN मे\PSP फैलता\V_VM है\V_VAUX और\CC_CCD प्रथमतः\N_NN गुदा-मुख\N_NN मार्ग\N_NN द्वारा\PSP प्रसार\V_VM करता\V_VAUX है\V_VAUX ।\RD_PUNC
hhd574	वायरस\N_NN तुलनात्मक\JJ रूप\N_NN से\PSP लक्षण\N_NN प्रकट\N_NN करने\V_VM में\PSP लंबा\JJ समय\N_NN लेता\V_VM है\V_VAUX और\CC_CCD संक्रामक\N_NN होता\V_VM है\V_VAUX ।\RD_PUNC
hhd575	अतः\CC_CCS संक्रमित\JJ व्यक्ति\N_NN विकसित\N_NN होने\V_VM से\PSP पूर्व\N_NST ही\RP_RPD बीमारी\N_NN अन्य\N_NN लोगों\N_NN तक\PSP फैला\V_VM सकता\V_VAUX है\V_VAUX ।\RD_PUNC
hhd576	उबकाई\N_NN उल्टी\N_NN ,\RD_PUNC पीलिया\N_NN (\RD_SYM आँखों\N_NN ,\RD_PUNC त्वचा\N_NN व\PSP मूत्र\N_NN का\PSP पीलापन\JJ )\RD_SYM जुलाब\N_NN ,\N_NN फीके\JJ रंग\N_NN की\PSP शौच\N_NN ,\RD_PUNC पेट\N_NN दर्द\N_NN ,\RD_PUNC कमजोरी\N_NN ,\RD_PUNC थकान\N_NN ,\RD_PUNC बुखार\N_NN ,\RD_PUNC कपकपी\N_NN ,\RD_PUNC भूख\N_NN न\RP_NEG लगना\V_VM ,\RD_PUNC गले\N_NN में\PSP दर्द\N_NN इत्यादि\N_NN ।\RD_PUNC
hhd577	लक्षणों\JJ के\PSP उभरने\V_VM की\PSP बारंबारता\N_NN तीव्रता\N_NN व्यक्ति\N_NN की\PSP आयु\N_NN पर\PSP निर्भर\N_NN है\V_VAUX ।\RD_PUNC
hhd578	हेपेटाइटिस-ए\N_NNP और\CC_CCD बी\N_NNP दो\QT_QTC भिन्न\JJ प्रकार\N_NN के\PSP वायरल\N_NN हेपेटाइटिस\N_NN हैं\V_VAUX जो\PR_PRL अलग-अलग\JJ वायरसों\N_NN के\PSP कारण\N_NN होते\V_VM हैं\V_VAUX ।\RD_PUNC
hhd579	हर\QT_QTF प्रकार\N_NN का\PSP हेपेटाइटिस\N_NN अलग\JJ है\V_VAUX ।\RD_PUNC
hhd580	हेपेटाइटिस-बी\N_NNP के\PSP प्रति\QT_QTF टीकाकरण\N_NN से\PSP हेपेटाइटिस-ए\N_NNP से\PSP बचाव\N_NN नहीं\RP_NEG होता\V_VM ।\RD_PUNC
hhd581	इसी\DM_DMD तरह\N_NN हेपेटाइटिस-ए\N_NNP के\PSP टीके\N_NN से\PSP हेपेटाइटिस-बी\N_NNP से\PSP बचाव\N_NN नहीं\RP_NEG होता\V_VM ।\RD_PUNC
hhd582	अब\N_NST टीका\N_NN उपलब्ध\N_NN है\V_VAUX और\CC_CCD हेपेटाइटिस-ए\N_NNP के\PSP खिलाफ\N_NN सुरक्षा\N_NN का\PSP सर्वाधिक\RP_INTF व्यवहार्य\JJ उपाय\N_NN है\V_VAUX ।\RD_PUNC
hhd583	प्राथमिक\JJ टीकाकरण\N_NN व्यक्ति\N_NN को\PSP एक\QT_QTC वर्ष\N_NN तक\PSP सुरक्षित\N_NN रखता\V_VM है\V_VAUX और\CC_CCD 6\QT_QTC माह\N_NN बाद\N_NST दिया\V_VM जाने\N_NN वाला\N_NN बूस्टर\JJ डोज\N_NN अनुमानतः\RB कम\QT_QTF से\PSP कम\QT_QTF 20\QT_QTC वर्ष\N_NN सुरक्षा\N_NN देता\V_VM है\V_VAUX ।\RD_PUNC
hhd584	ग्लेक्सोम्थिक्लाइन\N_NNP द्वारा\PSP एक\QT_QTC संयुक्त\JJ टीका\N_NN उपलब्ध\N_NN है\V_VAUX जो\PR_PRL 0\QT_QTC ,\RD_PUNC 1\QT_QTC ,\RD_PUNC 6\QT_QTC महीनों\N_NN पर\PSP दिए\V_VM जाने\V_VAUX वाले\PSP एकल\JJ बचाव\JJ क्रम\N_NN द्वारा\PSP हेपेटाइटिस-ए\N_NNP और\CC_CCD हेपेटाइटिस-बी\N_NNP दोनों\QT_QTC से\PSP सुरक्षा\N_NN प्रदान\V_VM करता\V_VAUX है\V_VAUX ।\RD_PUNC
hhd585	हेपेटाइटिस-ए\N_NNP और\CC_CCD हेपेटाइटिस-बी\N_NNP का\PSP संयुक्त\JJ टीका\N_NN दो\QT_QTC रूपों\N_NN मे\PSP उपलब्ध\N_NN है\V_VAUX ।\RD_PUNC
hhd586	पेडियाट्रिक\N_NNP खुराक\N_NN :\RD_PUNC बच्चों\N_NN और\CC_CCD 1\QT_QTC से\PSP 15\QT_QTC वर्ष\N_NN आयु\N_NN के\PSP किशोरों\N_NN के\PSP लिए\PSP 0.5\QT_QTC मि.ली.\N_NN की\PSP एक\QT_QTC खुराक\N_NN होती\V_VAUX है\V_VAUX ।\RD_PUNC
hhd587	वयस्क\JJ खुराक\N_NN :\RD_PUNC 16\QT_QTC वर्ष\N_NN और\CC_CCD अधिक\QT_QTF आयु\N_NN के\PSP वयस्कों\N_NN के\PSP लिए\PSP 1.0\QT_QTC मि.ली.\N_NN की\PSP खुराक\N_NN होती\V_VM है\V_VAUX ।\RD_PUNC
hhd588	हेपेटाइटिस-बी\N_NNP विश्‍वव्यापी\JJ बीमारी\N_NN है\V_VAUX ,\RD_PUNC जो\PR_PRL हेपेटाइटिस-बी\N_NNP वायरस\N_NN (\RD_SYM एचबीवी\N_NNP )\RD_SYM के\PSP कारण\N_NN होती\V_VM है\V_VAUX ।\RD_PUNC
hhd589	एचबीपी\N_NNP मुख्यतः\N_NN यकृत\N_NN को\PSP प्रभावित\N_NN करते\V_VAUX हैं\V_VAUX जिससे\PR_PRL जलन\JJ होती\V_VM है\V_VAUX।\RD_PUNC
hhd590	यकृत\N_NN की\PSP कोशिकाएँ\N_NN नष्ट\N_NN होती\V_VM हैं\V_VAUX और\CC_CCD यकृत\N_NN का\PSP कार्य\N_NN अक्सर\N_NN बाधित\N_NN हो\V_VM जाता\V_VAUX है\V_VAUX ।\RD_PUNC
hhd591	संक्रमण\N_NN के\PSP परिणाम\N_NN भिन्न-भिन्न\JJ और\CC_CCD अनापेक्षित\JJ होते\V_VM हैं\V_VAUX ।\RD_PUNC
hhd592	संक्रमण\N_NN के\PSP परिणाम\N_NN मरीज\N_NN की\PSP आयु\N_NN और\CC_CCD प्रतिकारक\JJ क्षमता\N_NN की\PSP स्थिति\N_NN पर\PSP आधारित\N_NN होते\V_VM हैं\V_VAUX ।\RD_PUNC
hhd593	हेपेटाइटिस-बी\N_NNP अत्यंत\RP_INTF संक्रामक\JJ है\V_VAUX ,\RD_PUNC इसे\PR_PRL एड्स\N_NNP पैदा\N_NN करने\V_VM वाले\PSP एच.आई.वी.\N_NNP की\PSP तुलना\N_NN में\PSP 100\QT_QTC गुना\N_NN ज्यादा\QT_QTF संक्रामक\JJ माना\V_VM जाता\V_VAUX है\V_VAUX ।\RD_PUNC
hhd594	हैपेटाइटिस-बी\N_NNP पूरे\JJ वर्ष\N_NN भर\RP_RPD में\PSP प्रतिदिन\N_NN एड्स\N_NNP की\PSP तुलना\N_NN में\PSP ज्यादा\QT_QTF लोगों\N_NN को\PSP मौत\N_NN का\PSP शिकार\N_NN बनाता\V_VM है\V_VAUX ।\RD_PUNC
